"Notice Identifier","Notice Type","orgName",Status,"publishedDate",Title,Description,Nationwide,Postcode,Region,"Cpv Codes","Contact Name","Contact Email","Contact Address 1","Contact Address 2","Contact Town","Contact Postcode","Contact Country","Contact Telephone","Contact Website",Attachments,Links,"Additional Text","Start Date","End Date","Closing Date","Is sub-contract","Parent Reference","Suitable for SME","Suitable for VCO","Supply Chain","OJEU Contract Type","Value Low","Value High","Awarded Date","value","Supplier [Name|Address|Ref type|Ref Number|Is SME|Is VCSE]","Supplier's contact name","Contract start date","Contract end date","OJEU Procedure Type","Accelerated Justification"
"
            MT163449",Contract,"Royal Artillery Museum Limited",Awarded,2015-09-28T16:45:17Z,"Professional team for the new military heritage museum at Larkhill, Wiltshire","Royal Artillery Museum Limited (RAML,) whose registered office is Royal Arsenal, LONDON, SE18 6ST seeks to appoint a team of professional consultants who are fully experienced and qualified to deliver a bespoke design for a new military heritage museum at Larkhill in Wiltshire.  Please see the lot descriptions for further information.",,,"South West","79415200 71541000 72224000 71220000 71240000 71312000 71315210 71320000 71321000 71400000 71356400 90712000 71242000 71324000 71250000 ","Owen Carlstrand",ramlprocurement@effefftee.co.uk,"Royal Arsenal",,LONDON,"SE18 6ST","
              England
            ","+44 2083127103",http://firepower.org.uk/,,"http://www.mytenders.org/search/show/search_view.aspx?ID=SEP115252 ",,29/09/2015,31/12/2018,23/03/2015,NO,,Yes,No,No,Services,2501000,0,01/09/2015,258000,"[Barton Willmore|The Blade,Abbey Square, Reading |||No|No][Artelia Project Uk Ltd|High Holborn House,52-54 High Holborn, London|||No|No][Focus Consultants 2010 LLP|Focus House,Millennium Way West, Phoenix Business Park, Nottingham|||No|No][Design Map|120 Pall Mall,, LONDON|||No|No][Purcell |15 Bermondsey Squaree,London, London|||No|No]",,29/09/2015,31/12/2018,"Restricted ",
LSBU10/1136,Contract,"MINISTRY OF DEFENCE",Awarded,2015-10-08T14:39:28Z,"Procurement of spares for misc electrical and electronic components used on military vehicles","Procurement of spares for misc electrical and electronic components used on military vehicles.",,,"West Midlands","31681000 ",,Julie.Gardner@babcockinternational.com,"Babcock DSG, Building B15","MOD Donnington",Telford,"TF2 8JT",England,,,"20150901_LSBU10.1136_Rexel UK Ltd Contract.doc 20150901_LSBU10 1136_Transparency Annex C - Contract.doc 20150901_LSBU10 1136_Annex A Schedule of Requirements.xls ",,,01/09/2015,31/10/2017,11/08/2014,NO,,Yes,No,No,Products,477000,0,04/09/2015,477000,"[Rexel UK Ltd|2 Whiffler Road, Norwich, Norfolk, NR3 2BE|||No|No]",,01/09/2015,31/10/2017,"Restricted ",
BIP35756689,Contract,"Ministry of Defence, ISTAR, Force Protection Project Team",Awarded,2015-10-30T08:12:06Z,"Procurement of military working dogs with canine protect and detect capabilities","Force Protection Delivery Team are looking for interested parties to provide Military Working Dogs with a requirement for Canine Protect and Detect capabilities.
The Authority is considering placing a 16 month Enabling Contract (with options for  a further 3 years). 
The welfare of the dogs must meet the five dog welfare needs listed in the Animal Welfare Act 2006 and detailed in the DEFRA Code of Practice for the welfare of Dogs 2009.
The dog(s) shall be available within eight weeks of request.
The dogs shall be trained to an initial capabiility and pass an Authority veterinary and capability check prior to acceptance.  Full detail shall be included at the Invitation To Tender (ITT) stage.",,,"South West","80512000 ",,DESFP-Comrcl-CP2@mod.uk,"Force Protection DT","Yew  3C, #1349",Bristol,"BS34 8JH",UK,+443067981936,,,,"To view this notice, register as a supplier here:

http://www.contracts.mod.uk/delta/signup.html?userType=supplier

and search for the notice with reference 'UK-Bristol: Dog training services.'. ",22/11/2015,31/03/2016,08/10/2015,NO,,Yes,No,No,Products,500000,750000,08/10/2015,550600,"[Canine Specialist Services International|PO Box 403
USA River
N/A|||No|No][Karenswood (International) Limited|The Kennels
Ash Lane
Hopwood
Birmingham
B48 7BD|||No|No]",,22/11/2015,31/03/2016,"Restricted ",
LSBU15/0020,Contract,"MINISTRY OF DEFENCE",Awarded,2015-11-19T12:43:54Z,"Supply of Military vehicles and associated parts","Supply of Military vehicles and associated parts",,"TF2 8JT","West Midlands","35400000 ",,Carol.Jones@babcockinternational.com,"Babcock DSG, Building B15","MOD Donnington",Telford,"TF2 8JT",England,,,"20150915 LSBU15-0020 SC2 Terms and Conditions V2.docx 20150915 LSBU15-0020 ANNEX C.doc ",,,06/11/2015,06/11/2019,08/07/2015,NO,,Yes,No,No,Products,750000,0,06/11/2015,477000,"[Polaris Britain Ltd|Victory House, Forge Mills Park Station, Coleshill, Warwickshire, B46 1JH|||No|No]",,06/11/2015,06/11/2019,"Other ",
LSBU15/0020a,Contract,"MINISTRY OF DEFENCE",Awarded,2015-12-02T11:39:44Z,"Supply of Military vehicles and associated parts","Supply of Military vehicles and associated parts",,"TF2 8JT","West Midlands","35400000 ",,Carol.Jones@babcockinternational.com,"Babcock DSG. Building B15","MOD Donnington",Telford,"TF2 8JT",England,,,"20150915 LSBU15-0020 SC2 Terms and Conditions V2.docx 20151105 LSBU15-0020 Trans_Annex C.doc ",,,06/11/2015,06/11/2019,08/07/2015,NO,,Yes,No,No,Products,750000,0,06/11/2015,750000,"[Polaris Britain Ltd|Victory House, Forge Mills Park Station, Coleshill, Warwickshire, B46 1JH|||No|No]",,06/11/2015,06/11/2019,"Restricted ",
BIP36809618,Contract,"Ministry of Defence, ISTAR, Force Protection Project Team",Closed,2015-12-20T12:24:01Z,"Provision of Military Working Dogs Support Equipment (Non specialist)","Force Protection Delivery Team are looking for interested parties to provide Non Specialist Support Equipment for Military Working Dogs.
The Authority is considering placing a 2 year Enabling Contract (with the option for a further 2 year period). The contract shall include but not be limited to; enrichment items, toys, bedding, beds, harnesses (operational and training), leads, collars, protective clothing for handlers and dogs, collapsible kennels and agility equipment . Full detail shall be included at the Invitation To Tender (ITT) stage. No work is guaranteed under the anticipated contract.",,,"South West","03140000 ",,DESFP-CommGrad@mod.uk,"#1349 NH1 Yew 3c","Abbey Wood",Bristol,"BS34 8JH",UK,+443067988083,,,,"To view this notice, register as a supplier here:

http://www.contracts.mod.uk/delta/signup.html?userType=supplier

and search for the notice with reference 'UK-Bristol: Animal products and related products.'. ",26/05/2016,25/05/2018,22/01/2016,NO,,Yes,No,No,Products,1,850000,,,,,,,"Restricted ",
DSTLX1000093430,Contract,"Defence Science And Technology Laboratory",Awarded,2016-01-13T16:22:53Z,"CDE37102 - 3D hydrographics; a new technology to intergrate electronics & smart stealth technologies onto military equipment","CDE37102 - 3D hydrographics; a new technology to intergrate electronics & smart stealth technologies onto military equipment",,"CV4 8UW","West Midlands","73410000 ",,csenquiries@dstl.gov.uk,Dstl,"Porton Down",Salisbury,"SP4 0JQ",England,,,"1000093430-letter-REDACTED.pdf 1000093430-REDACTED.pdf ",,,01/01/2015,31/07/2015,12/12/2014,NO,,No,No,No,Services,66669,0,12/12/2014,66669,"[University of Warwick|University of Warwick
University House, Kirby Corner Road
Coventry
West Midlands
CV4 8UW|||No|No]",,01/01/2015,31/07/2015,"NotApplicable ",
DSCOM/CB/2220,Contract,"MINISTRY OF DEFENCE",Awarded,2016-01-15T10:58:26Z,"Provision of air transport for military passengers and passengers from other government departments","Provision of air transport for military passengers and passengers from other government departments",,,"Any region","60420000 ",,DESDSCOM-CMAir@mod.uk,"Cedar 3a, #3338","Abbey Wood",Bristol,"BS34 8JH",England,,,,,,01/04/2016,31/07/2016,02/02/2016,NO,,Yes,No,No,Services,9,125000000,29/03/2016,9,"[Air Charter Service Plc|Millbank House
171-185 Ewell Road
Surbiton
Surrey
KT6 6AP|||No|No][Air Partner PLC|2 City Place
Beehive Ring Road
Gatwick
West Sussex
RH6 0PA|||No|No][Avico SAS|33 Avenue de Wagram,
Paris,
France,
75017|||No|No][Chapman Freeborn Airchartering Ltd|3 City Place
Beehive Ring Road
Gatwick
West Sussex
RH6 0PA|||No|No][Damco UK Ltd|Beaulieu Suite
c/o Wessex Institute of Technology
Ashurst Lodge
Ashurst
Southampton
SO40 7AA|||No|No][Fliteline BV|P.O. Box 7535
1117 ZG Schiphol
The Netherlands|||No|No][Hunt & Palmer PLC|The Tower
48 Goffs Park Road
Crawley
West Sussex
RH11 8XX|||No|No][Skytrail Aviation Ltd|3rd Floor Westpoint
Springfield Road
Horsham
West Sussex
RH12 2PD|||No|No][National Air Cargo (Deutschland) GmbH|Shannonweg 19
Schipol
Amsterdam
1118 LA|||No|No]",,01/04/2016,31/07/2016,"Restricted ",
BIP39072529,Contract,"Ministry of Defence, C&C, Other",Awarded,2016-02-22T09:51:04Z,"The Provision of a Verbatim Court Recording Service to the Military Court Services (MCS)","The Authority requirement is for the provision of a Verbatim Court Recorder’s (VCR) service at all Service Court proceedings in the Court Martial, the Service Civilian Court and the Summary Appeal Court for the Army, Royal Air Force and Royal Navy (including Royal Marines). The service is also required to cover judicial hearings, Army Board Oral Hearings (OH) and Service Inquiries (SI) convened by the Army.  These proceedings, hearings and inquiries are predominantly held at the 5 permanent Military Court Centres (MCCs), four of which are located in the United Kingdom (at  Bulford, Colchester, Catterick and Portsmouth) and the fifth at Sennelager in Germany. The principal requirement is for VCRs in UK and Germany, but there is also potentially a requirement to support Court proceedings, hearings and inquiries on a global basis. For instance, in recent years occasional proceedings have been held in Cyprus, Brunei, Belize, Gibraltar, Canada, Kosovo, the Falkland Islands and USA.",,,"South East","75231100 ","Clive Raymer",DefComrclCC-ArmyHQ-Proc2BD@MOD.UK,"ARMYHQ Commercial Procurement 2","IDL 437, Zone 8, 2nd Floor, Ramillies Bldg",ANDOVER,"SP11 8HJ",UK,+4401264381326,,,,"To view this notice, register as a supplier here:

http://www.contracts.mod.uk/delta/signup.html?userType=supplier

and search for the notice with reference 'UK-ANDOVER: Law-courts-related administrative services.'. ",01/02/2016,31/01/2019,01/02/2016,NO,,Yes,No,No,Services,1000000,0,01/02/2016,1000000,"[WordWave International Ltd|8th Floor
165 Fleet Street
London
EC4A  2DY|||No|No]",,01/02/2016,31/01/2019,"Restricted ",
DSCOM/2220/1736,Contract,"MINISTRY OF DEFENCE",Awarded,2016-05-05T14:22:55Z,"Provision of air transport for military passengers and passengers from other government departments, between New Zealand and South East Asia","Provision of air transport for military passengers and passengers from other government departments, between New Zealand and South East Asia.",,,"Any region","60423000 ",,DESDSCOM-CMAir@mod.uk,"Cedar 3a, #3338","Abbey Wood",Bristol,"BS34 8JH",England,,,,,,31/05/2016,31/05/2016,08/04/2016,YES,DSCOM/2220,Yes,No,No,Services,222000,0,21/04/2016,222000,"[Air Charter Service Plc|Millbank House
171-185 Ewell Road
Surbiton
Surrey
KT6 6AP|||No|No]",,31/05/2016,31/05/2016,"Restricted ",
BIP43753047,Contract,"Ministry of Defence, C&C, Other",Closed,2016-06-14T08:57:01Z,"GB-Andover: Provision of a Witness Support Service to the military Court Service (MCS)","The Authority has a requirement for the management and provision and management of specially trained witness support volunteers to attend service courts to provide support and practical assistance to prosecution and defence witnesses, both military and civilian involved in service court proceedings, predominately in the UK but occasionally in other locations.  All personnel must be trained to National Standards, as recognised by the Home Office.  The requirement is expected to commence from 01 September 2016 and expire on 31 August 2018 with a built in option period for a further one year period or part thereof.  
This requirement is being advertised under the 'Open Procedure' and therefore, not seeking expressions of interest.  If your organisation is interested in tendering for the requirement you will need to gain access to the 'Supporting Documentation' which contains the Invitation to (ITT) documentation under access code:9P4N7C8K5Q. Full details of how to apply and complete the ITT are contained within the DEFFORM 47 - Special Notice to Tenderers.",,,"South East","85320000 ","Mrs Toni Prince",ArmyComrcl-T1-Proc3@mod.uk,"Army HQ Branch, IDL 437, Floor 2, Zone 8, Ramillies Building,","Marlborough Lines",Andover,"SP11 8HJ",UK,01264381962,,,,"To view this notice, register as a supplier here:

http://www.contracts.mod.uk/delta/signup.html?userType=supplier

and search for the notice with reference 'GB-Andover: Provision of a Witness Support Service to the military Court Service (MCS)'. ",01/09/2016,31/08/2018,15/07/2016,NO,,Yes,Yes,No,Services,10000,113000,,,,,,,"Open ",
DSCOM/2220/1743,Contract,"MINISTRY OF DEFENCE",Awarded,2016-06-29T07:35:00Z,"Provision of Air Transport for Military Passengers and Passengers from Other Government Departments to Move Between the UK and Germany","Provision of Air Transport for Military Passengers And Passengers from Other Government Departments to Move Between the UK and Germany.",,,"Any region","60423000 ",,DESDSCOM-COAir-Sea1@mod.uk,"Cedar 3a, #3338","Abbey Wood",Bristol,"BS34 8JH",England,,,,,,06/07/2016,29/03/2017,23/05/2016,YES,DSCOM/2220,Yes,No,No,Services,699115,0,13/06/2016,699115,"[Chapman Freeborn Airchartering Ltd|3 City Place
2 Beehive Ring Road
Gatwick
West Sussex RH6 0PA|||No|No]",,06/07/2016,29/03/2017,"Restricted ",
FTS/DE/CCT189,Contract,"MINISTRY OF DEFENCE",Awarded,2016-08-22T12:54:07Z,"FEASIBILITY STUDY AND IMPLEMENTATION PLAN FOR USE OF MILITARY WHITE SPACE RADIO SPECTRUM","Feasibility study and implementation plan for use of Military White Space Radio SPECTRUM.",,,London,"71621000 ",,ISSComrcl-CCT-Group@mod.uk,"ISS Comrcl CCT","Spur B2, Bldg 405, MOD Corsham",Corsham,"SN13 9NR",England,,,,,,23/03/2016,15/04/2016,03/03/2016,NO,,Yes,No,No,Services,400000,0,23/03/2016,400000,"[CGI|250 Brook Drive, Green Park, Reading, RG2 6UA|||No|No]",,23/03/2016,15/04/2016,"Other ",
BIP46755753,Contract,"Ministry of Defence, C&C, Other",Awarded,2016-09-05T08:06:03Z,"GB-Andover: Provision of a Witness Support Service to the military Court Service (MCS)","The Authority has a requirement for the management and provision and management of specially trained witness support volunteers to attend service courts to provide support and practical assistance to prosecution and defence witnesses, both military and civilian involved in service court proceedings, predominately in the UK but occasionally in other locations.  All personnel must be trained to National Standards, as recognised by the Home Office.  The requirement is expected to commence from 01 September 2016 and expire on 31 August 2018 with a built in option period for a further one year period or part thereof.  
This requirement is being advertised under the 'Open Procedure' and therefore, not seeking expressions of interest.  If your organisation is interested in tendering for the requirement you will need to gain access to the 'Supporting Documentation' which contains the Invitation to (ITT) documentation under access code:9P4N7C8K5Q. Full details of how to apply and complete the ITT are contained within the DEFFORM 47 - Special Notice to Tenderers.",,,"South East","85320000 ","Mrs Toni Prince",ArmyComrcl-T1-Proc3@mod.uk,"Army HQ Branch, IDL 437, Floor 2, Zone 8, Ramillies Building,","Marlborough Lines",Andover,"SP11 8HJ",UK,01264381962,,,,"To view this notice, register as a supplier here:

http://www.contracts.mod.uk/delta/signup.html?userType=supplier

and search for the notice with reference 'GB-Andover: Provision of a Witness Support Service to the military Court Service (MCS)'. ",01/09/2016,31/08/2018,23/08/2016,NO,,No,Yes,No,Services,90000,0,23/08/2016,90000,"[Red Scientific|1 Oriel Court
Omega Park
Alton
GU34 2YT|||No|No]",,01/09/2016,31/08/2018,"Open ",
"EU -Supply reference 18133",Contract,"NHS Shared Business Services",Awarded,2016-09-27T10:59:45Z,"The Provision of Specialist Mental Health Services for Military Veterans on behalf of NHS Bury Clinical Commissioning Group & North West CCG Associates","The Provision of Specialist Mental Health Services for Military Veterans Procurement behalf of NHS Bury Clinical Commissioning Group (CCG) and its North West CCG Associates was split into the following Lots:-
•	Lot 1 – Lancashire;
•	Lot 2 - Greater Manchester;
•	Lot 3 – Cheshire and Merseyside.",,,"North West","85000000 ","Rachael Frank",rachael_frank@nhs.net,"Halyard Court, Chandlars Point 33-35 Broadway,",,Salford,"M50 2UW",England,,,,,,01/07/2016,30/06/2018,23/02/2015,NO,,Yes,Yes,No,NotApplicable,0,0,01/07/2016,0,"[Pennine Care NHS Foundation Trust|Pennine Care NHS Foundation Trust
225 Old Street
Ashton under Lyne
Manchester|||No|No][Greater Manchester West Mental Health NHS Trust|Greater Manchester West Mental Health NHS Trust
Bury New Road
Prestwich
Manchester
M25 3BL|||No|No]",,01/07/2016,30/06/2018,"Restricted ",
